"grid_type","game_id","game_event_id","player_id","player_name","team_id","team_name","period","minutes_remaining","seconds_remaining","event_type","action_type","shot_type","shot_zone_basic","shot_zone_area","shot_zone_range","shot_distance","loc_x","loc_y","shot_attempted_flag","shot_made_flag","game_date","htm","vtm","shot_made_numeric","shot_value","season","season_type"
"Shot Chart Detail","0041200303","117","2544","LeBron James","1610612748","Miami Heat","2","11","3","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",8,8.1,7.55,1,"missed",2013-05-26,"IND","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200303","133","2544","LeBron James","1610612748","Miami Heat","2","9","7","Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,3,5.65,1,"made",2013-05-26,"IND","MIA",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200303","188","2544","LeBron James","1610612748","Miami Heat","2","4","46","Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",14,14.7,5.25,1,"made",2013-05-26,"IND","MIA",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200303","201","2544","LeBron James","1610612748","Miami Heat","2","3","39","Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.8,5.25,1,"made",2013-05-26,"IND","MIA",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200303","266","2544","LeBron James","1610612748","Miami Heat","2","0","1","Made Shot","Running Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",13,-5.6,17.05,1,"made",2013-05-26,"IND","MIA",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200303","271","2544","LeBron James","1610612748","Miami Heat","3","11","36","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",16,-16.8,6.65,1,"missed",2013-05-26,"IND","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200303","275","2544","LeBron James","1610612748","Miami Heat","3","10","58","Missed Shot","Layup Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",4,4.1,5.85,1,"missed",2013-05-26,"IND","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200303","300","2544","LeBron James","1610612748","Miami Heat","3","7","51","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",15,-15.5,6.45,1,"missed",2013-05-26,"IND","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200303","388","2544","LeBron James","1610612748","Miami Heat","3","0","55","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,11.9,27.65,1,"missed",2013-05-26,"IND","MIA",0,3,"2012-13","Playoffs"
"Shot Chart Detail","0041200303","416","2544","LeBron James","1610612748","Miami Heat","4","10","30","Made Shot","Turnaround Bank shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",6,5.6,7.45,1,"made",2013-05-26,"IND","MIA",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200303","489","2544","LeBron James","1610612748","Miami Heat","4","4","8","Missed Shot","Turnaround Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",12,12.2,5.85,1,"missed",2013-05-26,"IND","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200304","12","2544","LeBron James","1610612748","Miami Heat","1","10","30","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",10,10.6,5.25,1,"missed",2013-05-28,"IND","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200304","26","2544","LeBron James","1610612748","Miami Heat","1","8","49","Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,0.4,6.65,1,"missed",2013-05-28,"IND","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200304","45","2544","LeBron James","1610612748","Miami Heat","1","7","22","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,-15.7,26.15,1,"made",2013-05-28,"IND","MIA",1,3,"2012-13","Playoffs"
"Shot Chart Detail","0041200304","48","2544","LeBron James","1610612748","Miami Heat","1","6","43","Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1.6,4.65,1,"made",2013-05-28,"IND","MIA",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200304","60","2544","LeBron James","1610612748","Miami Heat","1","5","15","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,-17.4,25.35,1,"missed",2013-05-28,"IND","MIA",0,3,"2012-13","Playoffs"
"Shot Chart Detail","0041200304","111","2544","LeBron James","1610612748","Miami Heat","1","1","21","Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,4.95,1,"missed",2013-05-28,"IND","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200304","139","2544","LeBron James","1610612748","Miami Heat","2","10","26","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",14,14.9,5.05,1,"missed",2013-05-28,"IND","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200304","145","2544","LeBron James","1610612748","Miami Heat","2","9","31","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",16,-2.4,21.15,1,"missed",2013-05-28,"IND","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200304","193","2544","LeBron James","1610612748","Miami Heat","2","4","32","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",13,13.9,4.45,1,"missed",2013-05-28,"IND","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200304","264","2544","LeBron James","1610612748","Miami Heat","2","0","0","Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1.8,4.65,1,"made",2013-05-28,"IND","MIA",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200304","289","2544","LeBron James","1610612748","Miami Heat","3","8","14","Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1.8,5.35,1,"made",2013-05-28,"IND","MIA",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200304","297","2544","LeBron James","1610612748","Miami Heat","3","6","57","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,6.7,30.45,1,"missed",2013-05-28,"IND","MIA",0,3,"2012-13","Playoffs"
"Shot Chart Detail","0041200304","347","2544","LeBron James","1610612748","Miami Heat","3","2","28","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",27,-10.5,30.15,1,"made",2013-05-28,"IND","MIA",1,3,"2012-13","Playoffs"
"Shot Chart Detail","0041200304","392","2544","LeBron James","1610612748","Miami Heat","4","11","14","Made Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",5,-5.6,6.45,1,"made",2013-05-28,"IND","MIA",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200304","398","2544","LeBron James","1610612748","Miami Heat","4","10","22","Missed Shot","Layup Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",4,-4.3,6.45,1,"missed",2013-05-28,"IND","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200304","410","2544","LeBron James","1610612748","Miami Heat","4","8","55","Missed Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",23,-23.7,5.95,1,"missed",2013-05-28,"IND","MIA",0,3,"2012-13","Playoffs"
"Shot Chart Detail","0041200304","446","2544","LeBron James","1610612748","Miami Heat","4","6","15","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,7.5,29.85,1,"made",2013-05-28,"IND","MIA",1,3,"2012-13","Playoffs"
"Shot Chart Detail","0041200304","497","2544","LeBron James","1610612748","Miami Heat","4","1","20","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",27,22.1,21.75,1,"made",2013-05-28,"IND","MIA",1,3,"2012-13","Playoffs"
"Shot Chart Detail","0041200305","20","2544","LeBron James","1610612748","Miami Heat","1","9","13","Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",16,-10.2,18.45,1,"made",2013-05-30,"MIA","IND",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200305","22","2544","LeBron James","1610612748","Miami Heat","1","8","42","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",17,-17.3,6.35,1,"missed",2013-05-30,"MIA","IND",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200305","35","2544","LeBron James","1610612748","Miami Heat","1","6","38","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,16.4,24.75,1,"made",2013-05-30,"MIA","IND",1,3,"2012-13","Playoffs"
"Shot Chart Detail","0041200305","40","2544","LeBron James","1610612748","Miami Heat","1","5","7","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,21.8,17.65,1,"missed",2013-05-30,"MIA","IND",0,3,"2012-13","Playoffs"
"Shot Chart Detail","0041200305","102","2544","LeBron James","1610612748","Miami Heat","2","10","51","Made Shot","Fadeaway Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",11,10,9.95,1,"made",2013-05-30,"MIA","IND",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200305","135","2544","LeBron James","1610612748","Miami Heat","2","8","17","Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",16,7.5,19.85,1,"made",2013-05-30,"MIA","IND",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200305","138","2544","LeBron James","1610612748","Miami Heat","2","7","35","Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.3,5.25,1,"missed",2013-05-30,"MIA","IND",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200305","197","2544","LeBron James","1610612748","Miami Heat","2","1","45","Made Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",16,-4.8,21.25,1,"made",2013-05-30,"MIA","IND",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200305","199","2544","LeBron James","1610612748","Miami Heat","2","0","51","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",19,18.7,10.55,1,"missed",2013-05-30,"MIA","IND",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200305","224","2544","LeBron James","1610612748","Miami Heat","3","10","41","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1.5,6.45,1,"made",2013-05-30,"MIA","IND",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200305","239","2544","LeBron James","1610612748","Miami Heat","3","8","55","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",15,15.8,7.15,1,"missed",2013-05-30,"MIA","IND",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200305","243","2544","LeBron James","1610612748","Miami Heat","3","8","25","Made Shot","Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-0.2,5.05,1,"made",2013-05-30,"MIA","IND",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200305","273","2544","LeBron James","1610612748","Miami Heat","3","6","40","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,-16,24.15,1,"missed",2013-05-30,"MIA","IND",0,3,"2012-13","Playoffs"
"Shot Chart Detail","0041200305","275","2544","LeBron James","1610612748","Miami Heat","3","6","37","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,-22.3,15.75,1,"missed",2013-05-30,"MIA","IND",0,3,"2012-13","Playoffs"
"Shot Chart Detail","0041200305","280","2544","LeBron James","1610612748","Miami Heat","3","6","4","Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",16,-10.6,17.85,1,"made",2013-05-30,"MIA","IND",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200305","283","2544","LeBron James","1610612748","Miami Heat","3","5","15","Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",18,1,23.55,1,"made",2013-05-30,"MIA","IND",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200305","289","2544","LeBron James","1610612748","Miami Heat","3","3","52","Made Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",16,7.6,19.75,1,"made",2013-05-30,"MIA","IND",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200305","300","2544","LeBron James","1610612748","Miami Heat","3","3","13","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,-19.2,20.05,1,"made",2013-05-30,"MIA","IND",1,3,"2012-13","Playoffs"
"Shot Chart Detail","0041200305","333","2544","LeBron James","1610612748","Miami Heat","3","0","16","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,-1.8,30.45,1,"made",2013-05-30,"MIA","IND",1,3,"2012-13","Playoffs"
"Shot Chart Detail","0041200305","365","2544","LeBron James","1610612748","Miami Heat","4","9","45","Missed Shot","Jump Hook Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",6,-6.2,5.35,1,"missed",2013-05-30,"MIA","IND",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200305","384","2544","LeBron James","1610612748","Miami Heat","4","6","44","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,17.9,24.15,1,"missed",2013-05-30,"MIA","IND",0,3,"2012-13","Playoffs"
"Shot Chart Detail","0041200305","397","2544","LeBron James","1610612748","Miami Heat","4","5","10","Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,0.4,6.65,1,"missed",2013-05-30,"MIA","IND",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200305","411","2544","LeBron James","1610612748","Miami Heat","4","4","9","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",19,12.2,19.85,1,"missed",2013-05-30,"MIA","IND",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200305","422","2544","LeBron James","1610612748","Miami Heat","4","2","59","Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",4,-3.9,7.45,1,"missed",2013-05-30,"MIA","IND",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200305","437","2544","LeBron James","1610612748","Miami Heat","4","1","24","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,0.5,6.65,1,"made",2013-05-30,"MIA","IND",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200305","439","2544","LeBron James","1610612748","Miami Heat","4","0","55","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",21,-12.7,23.15,1,"missed",2013-05-30,"MIA","IND",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200306","17","2544","LeBron James","1610612748","Miami Heat","1","9","43","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.3,5.35,1,"made",2013-06-01,"IND","MIA",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200306","38","2544","LeBron James","1610612748","Miami Heat","1","6","4","Made Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",15,15.5,5.85,1,"made",2013-06-01,"IND","MIA",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200306","44","2544","LeBron James","1610612748","Miami Heat","1","5","23","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",14,13.9,7.85,1,"missed",2013-06-01,"IND","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200306","87","2544","LeBron James","1610612748","Miami Heat","1","2","1","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,14.1,26.65,1,"made",2013-06-01,"IND","MIA",1,3,"2012-13","Playoffs"
"Shot Chart Detail","0041200306","90","2544","LeBron James","1610612748","Miami Heat","1","1","31","Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1.8,5.55,1,"missed",2013-06-01,"IND","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200306","93","2544","LeBron James","1610612748","Miami Heat","1","1","16","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,15,26.85,1,"made",2013-06-01,"IND","MIA",1,3,"2012-13","Playoffs"
"Shot Chart Detail","0041200306","106","2544","LeBron James","1610612748","Miami Heat","1","0","0","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",27,15.2,27.65,1,"missed",2013-06-01,"IND","MIA",0,3,"2012-13","Playoffs"
"Shot Chart Detail","0041200306","119","2544","LeBron James","1610612748","Miami Heat","2","10","50","Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-0.7,6.35,1,"missed",2013-06-01,"IND","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200306","127","2544","LeBron James","1610612748","Miami Heat","2","10","19","Made Shot","Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-0.6,5.25,1,"made",2013-06-01,"IND","MIA",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200306","129","2544","LeBron James","1610612748","Miami Heat","2","9","27","Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.3,4.95,1,"missed",2013-06-01,"IND","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200306","144","2544","LeBron James","1610612748","Miami Heat","2","8","9","Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",5,0.7,10.25,1,"missed",2013-06-01,"IND","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200306","201","2544","LeBron James","1610612748","Miami Heat","2","2","14","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",18,17.1,11.35,1,"missed",2013-06-01,"IND","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200306","210","2544","LeBron James","1610612748","Miami Heat","2","1","13","Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1.5,4.95,1,"missed",2013-06-01,"IND","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200306","217","2544","LeBron James","1610612748","Miami Heat","2","0","12","Made Shot","Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.3,5.35,1,"made",2013-06-01,"IND","MIA",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200306","251","2544","LeBron James","1610612748","Miami Heat","3","8","28","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",17,16,12.45,1,"missed",2013-06-01,"IND","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200306","274","2544","LeBron James","1610612748","Miami Heat","3","6","26","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,2.6,31.75,1,"missed",2013-06-01,"IND","MIA",0,3,"2012-13","Playoffs"
"Shot Chart Detail","0041200306","319","2544","LeBron James","1610612748","Miami Heat","3","1","43","Made Shot","Floating Jump shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",11,11.2,5.65,1,"made",2013-06-01,"IND","MIA",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200306","353","2544","LeBron James","1610612748","Miami Heat","4","11","14","Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.5,5.35,1,"missed",2013-06-01,"IND","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200306","391","2544","LeBron James","1610612748","Miami Heat","4","6","39","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.2,5.85,1,"made",2013-06-01,"IND","MIA",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200306","397","2544","LeBron James","1610612748","Miami Heat","4","5","53","Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.5,5.05,1,"made",2013-06-01,"IND","MIA",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200306","441","2544","LeBron James","1610612748","Miami Heat","4","1","35","Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.3,5.05,1,"made",2013-06-01,"IND","MIA",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200307","65","2544","LeBron James","1610612748","Miami Heat","1","4","45","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,-19.3,20.35,1,"missed",2013-06-03,"MIA","IND",0,3,"2012-13","Playoffs"
"Shot Chart Detail","0041200307","73","2544","LeBron James","1610612748","Miami Heat","1","4","18","Made Shot","Putback Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-0.4,5.05,1,"made",2013-06-03,"MIA","IND",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200307","101","2544","LeBron James","1610612748","Miami Heat","1","2","3","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1,5.95,1,"made",2013-06-03,"MIA","IND",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200307","118","2544","LeBron James","1610612748","Miami Heat","1","0","50","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Center(C)","8-16 ft.",14,4.1,19.45,1,"missed",2013-06-03,"MIA","IND",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200307","129","2544","LeBron James","1610612748","Miami Heat","1","0","1","Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-0.4,5.95,1,"missed",2013-06-03,"MIA","IND",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200307","138","2544","LeBron James","1610612748","Miami Heat","2","11","19","Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",20,0,25.35,1,"made",2013-06-03,"MIA","IND",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200307","169","2544","LeBron James","1610612748","Miami Heat","2","8","25","Made Shot","Alley Oop Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-0.1,4.95,1,"made",2013-06-03,"MIA","IND",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200307","202","2544","LeBron James","1610612748","Miami Heat","2","4","23","Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-0.9,6.65,1,"made",2013-06-03,"MIA","IND",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200307","229","2544","LeBron James","1610612748","Miami Heat","2","2","1","Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.7,5.85,1,"missed",2013-06-03,"MIA","IND",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200307","275","2544","LeBron James","1610612748","Miami Heat","3","10","8","Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",6,-5.4,9.35,1,"missed",2013-06-03,"MIA","IND",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200307","286","2544","LeBron James","1610612748","Miami Heat","3","8","43","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,15.7,25.25,1,"made",2013-06-03,"MIA","IND",1,3,"2012-13","Playoffs"
"Shot Chart Detail","0041200307","299","2544","LeBron James","1610612748","Miami Heat","3","7","1","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",14,8.7,17.05,1,"missed",2013-06-03,"MIA","IND",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200307","327","2544","LeBron James","1610612748","Miami Heat","3","4","55","Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.3,5.85,1,"missed",2013-06-03,"MIA","IND",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200307","385","2544","LeBron James","1610612748","Miami Heat","3","1","4","Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",4,4.9,5.25,1,"missed",2013-06-03,"MIA","IND",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200307","412","2544","LeBron James","1610612748","Miami Heat","4","11","25","Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",19,-16.3,16.75,1,"made",2013-06-03,"MIA","IND",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200307","446","2544","LeBron James","1610612748","Miami Heat","4","8","20","Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",16,2.3,21.65,1,"made",2013-06-03,"MIA","IND",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200307","459","2544","LeBron James","1610612748","Miami Heat","4","7","8","Missed Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",20,10.1,22.85,1,"missed",2013-06-03,"MIA","IND",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200401","16","2544","LeBron James","1610612748","Miami Heat","1","10","6","Missed Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",23,23.5,7.25,1,"missed",2013-06-06,"MIA","SAS",0,3,"2012-13","Playoffs"
"Shot Chart Detail","0041200401","54","2544","LeBron James","1610612748","Miami Heat","1","6","24","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0.8,5.65,1,"made",2013-06-06,"MIA","SAS",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200401","79","2544","LeBron James","1610612748","Miami Heat","1","3","18","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,-17.1,23.95,1,"made",2013-06-06,"MIA","SAS",1,3,"2012-13","Playoffs"
"Shot Chart Detail","0041200401","91","2544","LeBron James","1610612748","Miami Heat","1","2","4","Missed Shot","Driving Bank shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",7,-5.3,10.75,1,"missed",2013-06-06,"MIA","SAS",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200401","126","2544","LeBron James","1610612748","Miami Heat","2","10","45","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",19,-7.5,23.05,1,"missed",2013-06-06,"MIA","SAS",0,2,"2012-13","Playoffs"
