"grid_type","game_id","game_event_id","player_id","player_name","team_id","team_name","period","minutes_remaining","seconds_remaining","event_type","action_type","shot_type","shot_zone_basic","shot_zone_area","shot_zone_range","shot_distance","loc_x","loc_y","shot_attempted_flag","shot_made_flag","game_date","htm","vtm","shot_made_numeric","shot_value","season","season_type"
"Shot Chart Detail","0041200401","146","2544","LeBron James","1610612748","Miami Heat","2","8","43","Made Shot","Driving Jump shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,-3.2,6.95,1,"made",2013-06-06,"MIA","SAS",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200401","228","2544","LeBron James","1610612748","Miami Heat","2","1","18","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,-7.7,29.35,1,"missed",2013-06-06,"MIA","SAS",0,3,"2012-13","Playoffs"
"Shot Chart Detail","0041200401","230","2544","LeBron James","1610612748","Miami Heat","2","1","4","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-0.6,5.65,1,"made",2013-06-06,"MIA","SAS",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200401","258","2544","LeBron James","1610612748","Miami Heat","2","0","40","Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",4,-1.9,9.75,1,"missed",2013-06-06,"MIA","SAS",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200401","295","2544","LeBron James","1610612748","Miami Heat","3","6","48","Made Shot","Driving Bank shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",6,5.4,8.25,1,"made",2013-06-06,"MIA","SAS",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200401","321","2544","LeBron James","1610612748","Miami Heat","3","2","56","Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",8,0,13.55,1,"missed",2013-06-06,"MIA","SAS",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200401","349","2544","LeBron James","1610612748","Miami Heat","3","0","0","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",34,-6.7,38.65,1,"missed",2013-06-06,"MIA","SAS",0,3,"2012-13","Playoffs"
"Shot Chart Detail","0041200401","386","2544","LeBron James","1610612748","Miami Heat","4","8","20","Missed Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",10,-9.9,9.65,1,"missed",2013-06-06,"MIA","SAS",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200401","439","2544","LeBron James","1610612748","Miami Heat","4","3","10","Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.5,6.35,1,"made",2013-06-06,"MIA","SAS",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200401","443","2544","LeBron James","1610612748","Miami Heat","4","2","30","Missed Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",24,-23.9,8.35,1,"missed",2013-06-06,"MIA","SAS",0,3,"2012-13","Playoffs"
"Shot Chart Detail","0041200401","446","2544","LeBron James","1610612748","Miami Heat","4","1","51","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1.6,6.35,1,"made",2013-06-06,"MIA","SAS",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200402","34","2544","LeBron James","1610612748","Miami Heat","1","6","57","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",18,12,19.05,1,"missed",2013-06-09,"MIA","SAS",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200402","89","2544","LeBron James","1610612748","Miami Heat","1","2","1","Missed Shot","Turnaround Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",7,5.9,9.35,1,"missed",2013-06-09,"MIA","SAS",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200402","105","2544","LeBron James","1610612748","Miami Heat","1","0","42","Missed Shot","Fadeaway Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",7,-6.7,9.45,1,"missed",2013-06-09,"MIA","SAS",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200402","108","2544","LeBron James","1610612748","Miami Heat","1","0","14","Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",14,-12.1,13.25,1,"made",2013-06-09,"MIA","SAS",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200402","174","2544","LeBron James","1610612748","Miami Heat","2","6","0","Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",18,10.3,20.85,1,"made",2013-06-09,"MIA","SAS",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200402","192","2544","LeBron James","1610612748","Miami Heat","2","3","3","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",16,-10.3,18.35,1,"missed",2013-06-09,"MIA","SAS",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200402","217","2544","LeBron James","1610612748","Miami Heat","2","0","0","Missed Shot","Jump Shot","3PT Field Goal","Backcourt","Back Court(BC)","Back Court Shot",49,13.1,53.35,1,"missed",2013-06-09,"MIA","SAS",0,3,"2012-13","Playoffs"
"Shot Chart Detail","0041200402","234","2544","LeBron James","1610612748","Miami Heat","3","10","35","Missed Shot","Pullup Jump shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",12,-2.1,17.35,1,"missed",2013-06-09,"MIA","SAS",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200402","237","2544","LeBron James","1610612748","Miami Heat","3","10","16","Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.3,5.95,1,"missed",2013-06-09,"MIA","SAS",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200402","243","2544","LeBron James","1610612748","Miami Heat","3","9","28","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",19,14.2,19.05,1,"missed",2013-06-09,"MIA","SAS",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200402","291","2544","LeBron James","1610612748","Miami Heat","3","5","21","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,-21.7,17.05,1,"missed",2013-06-09,"MIA","SAS",0,3,"2012-13","Playoffs"
"Shot Chart Detail","0041200402","305","2544","LeBron James","1610612748","Miami Heat","3","4","0","Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.2,6.35,1,"missed",2013-06-09,"MIA","SAS",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200402","330","2544","LeBron James","1610612748","Miami Heat","3","1","50","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1.5,6.45,1,"made",2013-06-09,"MIA","SAS",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200402","363","2544","LeBron James","1610612748","Miami Heat","4","10","56","Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",16,8.4,19.05,1,"made",2013-06-09,"MIA","SAS",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200402","375","2544","LeBron James","1610612748","Miami Heat","4","9","19","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,0,6.35,1,"made",2013-06-09,"MIA","SAS",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200402","392","2544","LeBron James","1610612748","Miami Heat","4","7","46","Made Shot","Running Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-0.1,5.25,1,"made",2013-06-09,"MIA","SAS",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200402","403","2544","LeBron James","1610612748","Miami Heat","4","7","13","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,12.2,27.75,1,"made",2013-06-09,"MIA","SAS",1,3,"2012-13","Playoffs"
"Shot Chart Detail","0041200403","33","2544","LeBron James","1610612748","Miami Heat","1","7","28","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",16,-16.3,8.25,1,"missed",2013-06-11,"SAS","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200403","72","2544","LeBron James","1610612748","Miami Heat","1","3","24","Made Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",5,-4.2,8.95,1,"made",2013-06-11,"SAS","MIA",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200403","115","2544","LeBron James","1610612748","Miami Heat","2","10","50","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",14,-14,8.95,1,"missed",2013-06-11,"SAS","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200403","128","2544","LeBron James","1610612748","Miami Heat","2","9","16","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,10.5,27.75,1,"missed",2013-06-11,"SAS","MIA",0,3,"2012-13","Playoffs"
"Shot Chart Detail","0041200403","190","2544","LeBron James","1610612748","Miami Heat","2","4","41","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,-17.4,22.85,1,"missed",2013-06-11,"SAS","MIA",0,3,"2012-13","Playoffs"
"Shot Chart Detail","0041200403","197","2544","LeBron James","1610612748","Miami Heat","2","4","13","Missed Shot","Turnaround Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",12,12.3,5.95,1,"missed",2013-06-11,"SAS","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200403","221","2544","LeBron James","1610612748","Miami Heat","2","2","5","Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-0.1,5.25,1,"made",2013-06-11,"SAS","MIA",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200403","241","2544","LeBron James","1610612748","Miami Heat","2","0","4","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",12,-11.9,7.75,1,"missed",2013-06-11,"SAS","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200403","292","2544","LeBron James","1610612748","Miami Heat","3","8","5","Missed Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",23,-23.9,4.75,1,"missed",2013-06-11,"SAS","MIA",0,3,"2012-13","Playoffs"
"Shot Chart Detail","0041200403","300","2544","LeBron James","1610612748","Miami Heat","3","7","17","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",18,9,20.85,1,"missed",2013-06-11,"SAS","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200403","321","2544","LeBron James","1610612748","Miami Heat","3","4","48","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",16,12.5,15.65,1,"missed",2013-06-11,"SAS","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200403","330","2544","LeBron James","1610612748","Miami Heat","3","3","40","Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,0.8,6.65,1,"missed",2013-06-11,"SAS","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200403","338","2544","LeBron James","1610612748","Miami Heat","3","3","4","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",9,-9.7,6.95,1,"missed",2013-06-11,"SAS","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200403","353","2544","LeBron James","1610612748","Miami Heat","3","1","36","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,-2.8,30.15,1,"made",2013-06-11,"SAS","MIA",1,3,"2012-13","Playoffs"
"Shot Chart Detail","0041200403","361","2544","LeBron James","1610612748","Miami Heat","3","1","2","Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",18,11.1,20.35,1,"made",2013-06-11,"SAS","MIA",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200403","364","2544","LeBron James","1610612748","Miami Heat","3","0","29","Made Shot","Jump Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,3.7,6.45,1,"made",2013-06-11,"SAS","MIA",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200403","366","2544","LeBron James","1610612748","Miami Heat","3","0","6","Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,0,6.65,1,"made",2013-06-11,"SAS","MIA",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200403","387","2544","LeBron James","1610612748","Miami Heat","4","9","53","Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",6,-6.1,8.05,1,"missed",2013-06-11,"SAS","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200403","400","2544","LeBron James","1610612748","Miami Heat","4","7","47","Made Shot","Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1.1,5.95,1,"made",2013-06-11,"SAS","MIA",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200403","411","2544","LeBron James","1610612748","Miami Heat","4","7","6","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",18,15.2,14.95,1,"missed",2013-06-11,"SAS","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200403","423","2544","LeBron James","1610612748","Miami Heat","4","5","48","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,21.2,17.55,1,"missed",2013-06-11,"SAS","MIA",0,3,"2012-13","Playoffs"
"Shot Chart Detail","0041200404","44","2544","LeBron James","1610612748","Miami Heat","1","6","32","Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,0,6.95,1,"made",2013-06-13,"SAS","MIA",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200404","52","2544","LeBron James","1610612748","Miami Heat","1","5","27","Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",5,0,10.75,1,"missed",2013-06-13,"SAS","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200404","75","2544","LeBron James","1610612748","Miami Heat","1","3","36","Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0.5,5.55,1,"made",2013-06-13,"SAS","MIA",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200404","77","2544","LeBron James","1610612748","Miami Heat","1","3","11","Made Shot","Jump Bank Shot","2PT Field Goal","In The Paint (Non-RA)","Right Side(R)","8-16 ft.",8,-7.7,8.95,1,"made",2013-06-13,"SAS","MIA",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200404","91","2544","LeBron James","1610612748","Miami Heat","1","2","6","Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",18,-13.8,17.85,1,"made",2013-06-13,"SAS","MIA",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200404","94","2544","LeBron James","1610612748","Miami Heat","1","1","39","Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",17,11.2,18.35,1,"made",2013-06-13,"SAS","MIA",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200404","161","2544","LeBron James","1610612748","Miami Heat","2","8","52","Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-0.7,6.65,1,"made",2013-06-13,"SAS","MIA",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200404","186","2544","LeBron James","1610612748","Miami Heat","2","7","3","Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-0.1,5.25,1,"missed",2013-06-13,"SAS","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200404","195","2544","LeBron James","1610612748","Miami Heat","2","6","15","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",18,10.6,20.65,1,"missed",2013-06-13,"SAS","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200404","204","2544","LeBron James","1610612748","Miami Heat","2","5","49","Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1.1,5.35,1,"missed",2013-06-13,"SAS","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200404","215","2544","LeBron James","1610612748","Miami Heat","2","4","13","Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0.7,5.25,1,"made",2013-06-13,"SAS","MIA",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200404","256","2544","LeBron James","1610612748","Miami Heat","3","11","39","Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",17,-17.1,6.15,1,"made",2013-06-13,"SAS","MIA",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200404","265","2544","LeBron James","1610612748","Miami Heat","3","10","7","Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.7,5.25,1,"missed",2013-06-13,"SAS","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200404","302","2544","LeBron James","1610612748","Miami Heat","3","6","47","Missed Shot","Jump Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,-3.9,4.75,1,"missed",2013-06-13,"SAS","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200404","307","2544","LeBron James","1610612748","Miami Heat","3","6","43","Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",16,-14.3,12.95,1,"made",2013-06-13,"SAS","MIA",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200404","316","2544","LeBron James","1610612748","Miami Heat","3","5","22","Made Shot","Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,0,7.15,1,"made",2013-06-13,"SAS","MIA",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200404","327","2544","LeBron James","1610612748","Miami Heat","3","4","20","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",9,9.2,6.45,1,"missed",2013-06-13,"SAS","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200404","344","2544","LeBron James","1610612748","Miami Heat","3","2","44","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,5.6,30.45,1,"missed",2013-06-13,"SAS","MIA",0,3,"2012-13","Playoffs"
"Shot Chart Detail","0041200404","373","2544","LeBron James","1610612748","Miami Heat","3","1","48","Missed Shot","Turnaround Bank shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",6,-6.4,6.65,1,"missed",2013-06-13,"SAS","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200404","389","2544","LeBron James","1610612748","Miami Heat","3","0","13","Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,2.6,6.35,1,"made",2013-06-13,"SAS","MIA",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200404","470","2544","LeBron James","1610612748","Miami Heat","4","4","36","Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",19,3.2,24.65,1,"made",2013-06-13,"SAS","MIA",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200404","496","2544","LeBron James","1610612748","Miami Heat","4","2","42","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",17,-6.7,21.45,1,"missed",2013-06-13,"SAS","MIA",0,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200404","509","2544","LeBron James","1610612748","Miami Heat","4","1","26","Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",18,2.1,23.95,1,"made",2013-06-13,"SAS","MIA",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200404","511","2544","LeBron James","1610612748","Miami Heat","4","0","58","Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",16,13.9,13.55,1,"made",2013-06-13,"SAS","MIA",1,2,"2012-13","Playoffs"
"Shot Chart Detail","0041200404","516","2544","LeBron James","1610612748","Miami Heat","4","0","22","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,-11.6,27.95,1,"made",2013-06-13,"SAS","MIA",1,3,"2012-13","Playoffs"
"Shot Chart Detail","0041200405","23","2544","LeBron James","1610612748","Miami Heat","1","9","43","Missed Shot","Alley Oop Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0.5,5.65,1,"missed",2013-06-16,"SAS","MIA",0,2,"2012-13","Playoffs"
